speaker,text,start_time,end_time,cleaned_text,is_question,is_exclamation,contains_negation,contains_reference,contains_agreement,contains_disagreement,contains_emotion_words,contains_personal_attack,contains_group_identity,contains_emphasis,contains_conditional,sentence_length
TRUMP,"Excuse me, Chris, when you have eighty million ballots. . .",,,"excuse me, chris, when you have eighty million ballots. . .",False,False,False,True,False,False,False,False,False,False,False,11
WALLACE,No. No. No. I have a final [crosstalk].,,,no. no. no. i have a final [crosstalk].,False,False,False,False,False,False,False,False,False,False,False,8
TRUMP,. . . sent in and swamping the system. . .,,,. . . sent in and swamping the system. . .,False,False,False,False,False,False,False,False,False,False,False,11
WALLACE,"Gentlemen, I have a final question . . .",,,"gentlemen, i have a final question . . .",False,False,False,False,False,False,False,False,False,False,False,9
TRUMP,"You know it can’t be done. You know it can’t, and already, there’s been fraud deception and . . .",,,"it can t be done. it can t, and already, there s been fraud deception and . . .",False,False,False,False,False,False,False,False,False,False,False,19
BIDEN,Mail service delivers 185 million pieces of mail a day. . .,,,mail service delivers 185 million pieces of mail a day. . .,False,False,False,False,False,False,False,False,False,False,False,12
TRUMP,. . . Eighty million ballots.,,,. . . eighty million ballots.,False,False,False,False,False,False,False,False,False,False,False,6
WALLACE,"We can keep talking. In eight states, election workers are prohibited, currently by law, eight states, from even beginning to process ballots, even take them out of the envelopes and flatten them until election day. That means that it’s likely, because there’s going to be a huge increase in mail-in balloting, that we are not going to know on election night who the winner is, that it could be days. It could be weeks. . .",,,"we can keep talking. in eight states, election workers are prohibited, currently by law, eight states, from even beginning to process ballots, even take them out of the envelopes and flatten them until election day. that means that it s likely, because there s going to be a huge increase in mail-in balloting, that we are not going to know on election night who the winner is, that it could be days. it could be weeks. . .",False,False,True,False,False,True,False,False,True,False,False,78
TRUMP,Could be months.,,,could be months.,False,False,False,False,False,False,False,False,False,False,False,3
WALLACE,". . . until we find out who the new president is. So, I–first for you, sir. Finally, for the Vice-President, and I hope neither of you will interrupt the other. Will you urge your supporters to stay calm during this extended period, not to engage in any civil unrest? And will you pledge tonight that you will not declare victory until the election has been independently certified? President Trump, you go first.",,,". . . until we find out who the new president is. so, i first for you, sir. finally, for the vice-president, and i hope neither of you will interrupt the other. will you urge your supporters to stay calm during this extended period, not to engage in any civil unrest? and will you pledge tonight that you will not declare victory until the election has been independently certified? president trump, you go first.",False,False,True,True,False,True,False,False,True,False,False,74
TRUMP,"I’m urging my supporters to go into the polls and watch very carefully, because that’s what has to happen. I am urging them to do it. As you know, today there was a big problem. In Philadelphia, they went in to watch. They’re called poll watchers, a very safe, very nice thing. They were thrown out. They weren’t allowed to watch. You know why? Because bad things happen in Philadelphia. Bad things. And I am urging, I am urging my people. I hope it’s going to be a fair election. If it’s a fair election. . .",,,"i m urging my supporters to go into the polls and watch very carefully, because that s what has to happen. i am urging them to do it. as , today there was a big problem. in philadelphia, they went in to watch. they re called poll watchers, a very safe, very nice thing. they were thrown out. they weren t allowed to watch. why? because bad things happen in philadelphia. bad things. and i am urging, i am urging my people. i hope it s going to be a fair election. if it s a fair election. . .",False,False,False,True,False,False,False,False,True,True,True,100
WALLACE,You’re urging them what?,,,you re urging them what?,True,False,False,True,False,False,False,False,True,False,False,5
TRUMP,". . . I am 100% on board. But if I see tens of thousands of ballots being manipulated, I can’t go along with that. And I’ll tell you what. . .",,,". . . i am 100% on board. but if i see tens of thousands of ballots being manipulated, i can t go along with that. and i ll tell you what. . .",False,False,False,True,False,False,False,False,False,False,True,34
WALLACE,"What does that mean, not go along. . .",,,"what does that mean, not go along. . .",False,False,True,False,False,True,False,False,False,False,False,9
TRUMP,. .. from a common sense. . .,,,. .. from a common sense. . .,False,False,False,False,False,False,False,False,False,False,False,8
WALLACE,. . .does that mean you’re going to tell your people . . .,,,. . .does that mean you re going to tell your people . . .,False,False,False,True,False,False,False,False,False,False,False,15
